ID_Transaccion;Categoria;Turno_Entrega;Tiempo_Despacho_Min;Monto_ARS
10115;Ferreteria;Noche;56.542.972.035.764.900;3.828.641.921.550.320
10747;Hogar;Mañana;5.165.420.884.023.260;38.314.499.101.796.300
11439;Hogar;Mañana;4.348.441.834.677.110;23.648.853.412.896.600
10759;Hogar;Noche;246.966.021.579.841;25.882.568.846.777.500
10740;Hogar;Noche;4.937.595.565.880.110;36.113.304.382.964.700
11360;Indumentaria;Mañana;6.775.420.184.562.960;2.262.312.842.241.160
10770;Electronica;Noche;6.041.516.512.201.540;2.622.418.074.980.700
10343;Indumentaria;Tarde;3.608.734.876.905.060;24.713.682.512.493.600
11079;Electronica;Noche;6.054.302.748.197.580;2.066.209.825.577.730
10765;Hogar;Mañana;55.968.697.600.056.000;17.697.085.457.890.900
11452;Ferreteria;Tarde;677.521.930.069.481;3.918.149.814.779.230
10070;Indumentaria;Mañana;45.614.801.846.639.100;13.892.878.873.826.400
10036;Ferreteria;Mañana;30.769.172.656.183.100;26.616.167.495.920.000
11342;Hogar;Mañana;33.441.481.284.207.200;3.376.047.093.185.100
11432;Indumentaria;Mañana;57.766.038.210.309.200;20.544.569.538.520.300
10127;Electronica;Noche;11.801.589.779.597.500;23.215.463.716.154.000
11251;Indumentaria;Tarde;547.674.219.097.847;2.771.548.443.848.710
10003;Hogar;Noche;27.565.392.654.185.700;2.645.287.253.002.800
10495;Hogar;Noche;4.288.748.455.791.210;22.136.751.482.967.700
11139;Electronica;Noche;3.652.239.552.591.030;2.071.662.498.133.320
11268;Electronica;Mañana;28.511.576.244.627.800;21.402.599.414.830.200
11081;Electronica;Tarde;280.728.955.537.868;30.465.527.282.922.500
11283;Electronica;Mañana;2.657.102.226.444.280;2.508.066.373.504.960
11216;Indumentaria;Tarde;609.617.127.500.207;2.505.171.349.758.070
11279;Ferreteria;Tarde;3.516.631.504.005.630;21.417.619.588.618.600
10153;Hogar;Mañana;30.099.326.916.242.100;1.995.048.184.445.290
11361;Indumentaria;Mañana;6.526.703.869.891.840;22.306.827.165.077.700
11265;Hogar;Noche;675.963.258.300.237;3.419.407.480.024.500
10580;Indumentaria;Mañana;4.886.943.242.372.480;2.538.624.224.319.520
10083;Ferreteria;Tarde;7.564.476.788.026.880;22.226.773.108.559.100
11383;Ferreteria;Tarde;25.979.786.889.249.300;2.237.507.733.465.160
11136;Hogar;Tarde;4.666.023.608.483.730;2.275.916.380.656.020
10459;Hogar;Mañana;604.383.268.685.084;2.642.920.582.871.220
10871;Ferreteria;Tarde;691.525.729.406.791;2.632.887.315.150.300
10689;Indumentaria;Tarde;292.055.238.239.954;17.169.526.313.607.500
10325;Indumentaria;Mañana;4.742.344.520.159.980;16.722.739.036.504.500
10985;Indumentaria;Tarde;6.740.374.153.963.300;2.151.869.069.897.440
10566;Indumentaria;Tarde;49.865.999.576.818.600;31.329.672.312.103.000
11296;Hogar;Tarde;32.804.818.174.194.400;2.656.737.718.683.420
11205;Indumentaria;Noche;6.501.525.488.923.940;16.677.997.864.073.500
10257;Indumentaria;Tarde;668.603.783.740.653;2.449.955.931.209.300
11118;Electronica;Tarde;3.790.244.894.045.940;2.303.467.779.232.470
11144;Ferreteria;Tarde;3.392.196.861.748.220;13.463.523.665.134.300
10297;Hogar;Tarde;2.575.233.858.105.280;3.192.602.186.407.670
11367;Indumentaria;Noche;4.407.070.880.852.850;29.193.633.367.212.300
10840;Hogar;Noche;3.245.058.106.064.050;3.390.955.390.146.940
10447;Indumentaria;Tarde;4.603.941.090.823.330;4.647.476.593.938.640
11325;Electronica;Mañana;3.925.982.343.672.190;2.191.694.079.149.850
10789;Hogar;Mañana;6.523.244.130.658.720;2.466.248.239.631.570
10977;Ferreteria;Noche;7.391.354.077.767.290;3.066.101.063.858.000
10685;Indumentaria;Tarde;5.852.416.371.852.610;14.589.415.368.754.800
10302;Hogar;Tarde;3.673.962.642.704.530;28.090.463.054.246.900
10936;Indumentaria;Mañana;18.774.275.157.887.000;21.543.987.165.992.400
10901;Ferreteria;Mañana;3.779.433.763.529.510;3.292.638.470.681.760
10020;Indumentaria;Noche;39.156.050.897.118.100;2.153.679.344.971.880
10126;Indumentaria;Noche;5.529.849.009.227.340;2.757.973.520.801.390
10534;Hogar;Mañana;4.277.208.671.457.550;506.115.037.677.679
11440;Electronica;Tarde;4.969.574.564.869.710;2.708.502.286.080.020
10385;Ferreteria;Mañana;2.590.260.346.136.200;2.633.711.370.568.500
10810;Hogar;Noche;1.966.412.326.006.650;2.192.609.585.229.060
11409;Indumentaria;Noche;4.735.743.524.803.220;2.362.834.540.021.490
10407;Ferreteria;Mañana;3.967.374.152.663.930;2.490.887.673.217.010
10474;Hogar;Noche;7.173.117.477.092.220;15.478.407.775.235.900
11417;Hogar;Tarde;5.484.536.175.943.930;3.247.227.007.977.860
11338;Indumentaria;Noche;4.145.645.802.753.120;4.063.437.790.420.240
11050;Indumentaria;Tarde;2.028.302.837.423.940;3.414.247.711.022.040
10681;Electronica;Mañana;35.765.569.882.536.500;2.590.358.425.953.620
10635;Indumentaria;Tarde;28.088.654.157.802.300;25.308.055.859.966.000
10533;Electronica;Noche;4.264.053.862.198.640;28.477.058.923.765.000
11022;Indumentaria;Mañana;4.565.812.445.641.070;3.192.446.759.005.790
10178;Electronica;Tarde;5.775.140.983.975.210;2.560.736.427.407.580
11245;Ferreteria;Mañana;5.716.714.888.664.860;24.738.477.463.990.300
10136;Electronica;Noche;48.472.691.089.433.500;12.461.366.771.803.700
11408;Hogar;Mañana;5.373.250.566.720.080;2.815.526.826.179.340
10682;Hogar;Tarde;5.540.817.667.470.980;17.884.410.006.083.600
11025;Indumentaria;Tarde;25.687.214.609.110.500;3.550.322.123.135.820
10852;Electronica;Tarde;3.676.279.534.431.420;1.760.970.851.045.630
10233;Ferreteria;Mañana;4.253.730.882.569.240;3.529.251.857.736.480
10320;Ferreteria;Tarde;2.835.531.743.218.860;2.456.015.085.359.280
10706;Ferreteria;Noche;5.096.552.655.760.940;30.981.616.921.053.100
10041;Hogar;Noche;4.304.227.380.154.500;1.845.276.855.577.050
10897;Ferreteria;Tarde;4.366.161.820.625.000;3.272.106.872.457.900
10061;Hogar;Noche;432.389.871.126.756;4.058.253.429.803.450
10952;Electronica;Mañana;387.333.030.385.233;3.411.504.811.868.490
10086;Indumentaria;Mañana;3.975.032.809.268.370;31.716.748.365.337.600
11044;Indumentaria;Noche;3.142.628.021.915.980;608.078.059.687.508
10690;Indumentaria;Tarde;4.811.474.003.106.130;3.315.673.450.424.630
10526;Hogar;Mañana;49.078.097.441.550.200;13.864.430.074.374.700
10172;Hogar;Noche;3.139.310.480.617.120;3.450.175.341.733.120
10404;Ferreteria;Noche;391.713.884.514.131;2.440.923.258.268.360
10015;Electronica;Tarde;38.472.651.032.178.700;22.743.199.839.701.700
10275;Ferreteria;Tarde;3.805.252.700.292.800;25.483.542.319.406.500
10199;Hogar;Mañana;30.010.308.635.247.900;1.994.812.213.851.750
11108;Indumentaria;Tarde;2.769.564.014.575.980;2.832.123.187.478.960
10160;Hogar;Tarde;6.101.398.951.218.730;2.683.522.598.265.140
10619;Hogar;Noche;5.190.105.909.521.150;1.967.636.853.575.280
10053;Ferreteria;Tarde;11.952.593.087.612.000;1.306.184.970.672.100
10038;Electronica;Mañana;5.049.685.749.446.950;23.410.877.922.751.700
11423;Hogar;Mañana;4.442.683.458.793.010;33.168.812.583.248.800
10805;Ferreteria;Noche;4.593.473.468.145.800;16.908.623.429.031.200
10757;Hogar;Mañana;4.703.630.819.876.490;25.453.940.537.296.400
10558;Ferreteria;Tarde;3.209.908.717.315.380;29.498.752.313.873.300
11232;Electronica;Tarde;5.357.817.099.267.530;23.939.474.581.240.800
11269;Indumentaria;Tarde;3.972.263.741.494.160;38.855.195.738.904.000
10196;Indumentaria;Noche;3.769.864.487.236.070;3.980.932.753.557.360
10120;Ferreteria;Noche;25.596.963.846.095.000;2.306.924.980.474.790
10462;Indumentaria;Tarde;39.345.072.612.494.400;17.273.719.838.888.400
11322;Electronica;Noche;7.345.107.272.994.860;21.813.308.446.958.100
10112;Ferreteria;Noche;4.809.371.318.606.790;25.534.519.065.419.200
10096;Indumentaria;Noche;3.689.769.917.438.620;2.616.276.642.200.500
10976;Ferreteria;Noche;7.934.708.696.190.680;28.606.210.029.206.100
10311;Hogar;Mañana;3.341.445.323.528.540;2.772.406.474.193.610
10285;Hogar;Mañana;28.141.477.997.023.600;15.223.833.027.438.700
10469;Ferreteria;Noche;7.798.647.270.835.050;3.057.588.417.874.440
11358;Ferreteria;Tarde;22.695.960.412.093.200;18.461.729.999.735.300
11170;Ferreteria;Noche;4.970.306.950.925.270;19.020.974.170.029.600
10119;Electronica;Tarde;4.203.855.692.036.940;225.474.444.229.292
10247;Electronica;Noche;42.874.564.859.285.600;2.771.681.482.737.350
11207;Indumentaria;Noche;5.795.819.732.503.250;17.094.693.218.636.700
10937;Electronica;Noche;4.699.640.602.705.170;4.367.005.226.964.450
10608;Ferreteria;Noche;6.776.280.163.595.800;3.262.144.330.273.330
10582;Ferreteria;Mañana;1.967.156.524.815.470;26.601.916.587.691.800
10932;Electronica;Mañana;396.975.683.069.747;2.526.980.313.409.700
10644;Ferreteria;Tarde;5.171.099.019.700.180;11.159.730.084.517.600
10927;Ferreteria;Tarde;3.935.735.095.827.460;2.146.715.821.263.180
10030;Electronica;Mañana;4.987.765.194.793.590;32.048.572.588.980.900
10631;Ferreteria;Noche;4.969.678.244.620.890;3.160.581.090.357.740
10795;Hogar;Noche;4.877.681.560.340.900;1.024.868.169.387.770
11466;Indumentaria;Tarde;456.439.836.782.162;130.452.295.399.888
10422;Indumentaria;Noche;42.222.521.565.376.800;9.298.339.359.932.500
10306;Ferreteria;Noche;4.486.370.137.910.610;20.012.285.277.151.700
10054;Hogar;Tarde;33.030.607.833.878.300;26.287.831.577.432
11302;Hogar;Noche;6.059.092.579.563.200;10.563.894.565.703.600
11097;Indumentaria;Mañana;3.370.732.845.921.410;3.596.719.350.647.810
11499;Hogar;Noche;4.874.852.563.676.590;1.713.019.116.271.180
11109;Hogar;Tarde;4.670.436.686.241.490;19.703.361.693.328.200
10979;Indumentaria;Noche;35.175.810.587.959.600;23.101.750.551.277.300
11288;Ferreteria;Noche;4.251.343.203.597.810;23.430.494.833.180.200
10816;Electronica;Mañana;4.922.602.595.744.060;2.651.077.085.704.730
10501;Electronica;Tarde;3.292.514.008.604.560;3.084.289.752.267.150
10839;Electronica;Mañana;6.475.438.255.030.050;2.125.548.798.007.400
11053;Hogar;Noche;29.895.307.898.300.300;28.389.385.589.996.500
10450;Indumentaria;Noche;5.637.159.297.776.200;3.237.131.344.539.580
10540;Hogar;Tarde;4.569.171.159.301.560;9.548.985.113.655.690
10266;Ferreteria;Noche;46.291.092.974.905.100;3.158.647.561.683.340
10226;Electronica;Noche;5.169.000.142.000.770;3.301.933.166.937.600
10674;Ferreteria;Mañana;28.154.091.597.831.700;1.851.548.232.299.700
11427;Hogar;Tarde;37.739.255.454.194.700;3.587.910.037.270.720
11201;Indumentaria;Noche;4.548.602.162.054.510;384.286.076.253.927
11281;Hogar;Tarde;1.859.132.108.637.590;11.882.327.049.037.600
11080;Hogar;Noche;5.380.706.526.319.270;31.585.552.821.543.000
11442;Ferreteria;Tarde;6.818.568.446.488.820;26.287.075.063.934.100
10451;Indumentaria;Noche;4.369.176.602.376.520;18.968.691.765.066.800
10232;Ferreteria;Noche;32.653.229.079.778.800;23.091.145.845.949.600
10470;Electronica;Mañana;41.921.805.382.512.000;2.756.221.928.776.870
10386;Hogar;Tarde;63.579.480.720.616.800;27.108.552.588.283.800
10175;Indumentaria;Tarde;2.877.445.740.629.390;23.309.797.958.797.400
10575;Indumentaria;Noche;4.069.339.961.204.620;223.310.035.856.476
10240;Indumentaria;Mañana;2.493.189.763.184.650;10.844.331.237.467.200
10387;Hogar;Mañana;4.672.065.927.245.950;2.238.357.952.996.720
10656;Hogar;Noche;6.721.857.822.883.200;16.147.044.714.549.700
10099;Electronica;Noche;4.910.050.118.957.880;27.040.426.791.116.600
10804;Indumentaria;Tarde;3.441.861.527.881.230;2.751.225.299.482.930
10284;Indumentaria;Noche;3.084.925.425.945.090;1.754.309.802.834.980
10466;Ferreteria;Tarde;3.494.624.967.410.640;19.405.454.337.378.700
10659;Indumentaria;Mañana;3.225.919.627.266.140;1.928.603.111.157.120
10512;Hogar;Noche;536.525.725.181.189;40.910.144.191.316.300
10951;Ferreteria;Mañana;3.932.557.088.608.180;26.735.251.549.858.900
10778;Ferreteria;Tarde;4.968.104.396.692.450;1.624.707.765.865.590
10478;Electronica;Tarde;458.336.333.999.724;1.976.639.772.099.450
11164;Electronica;Tarde;5.061.417.270.721.710;26.167.140.287.334.800
10500;Hogar;Tarde;4.621.594.306.040.480;2.178.409.953.859.490
11272;Hogar;Mañana;6.703.535.096.311.150;3.795.207.429.829.840
10128;Ferreteria;Tarde;6.295.342.427.703.620;3.057.384.727.385.470
10903;Hogar;Noche;6.371.716.796.874.370;1.467.368.907.079.520
10183;Hogar;Mañana;3.217.004.228.416.110;16.267.110.442.974.300
10585;Hogar;Mañana;4.426.449.939.849.780;18.614.475.004.629.800
11271;Indumentaria;Mañana;23.006.882.536.557.500;27.579.327.861.689.000
10259;Hogar;Tarde;3.955.926.465.630.100;1.784.050.117.166.900
10964;Hogar;Noche;6.437.105.322.324.010;3.141.211.455.101.600
10027;Indumentaria;Mañana;4.325.014.185.251.590;8.624.522.506.217.600
10505;Electronica;Mañana;2.507.092.170.606.650;2.165.729.340.702.910
10067;Electronica;Mañana;2.899.475.120.373.180;1.843.625.525.669.520
10231;Ferreteria;Mañana;4.302.895.640.966.640;22.075.701.729.934.600
10299;Ferreteria;Noche;46.344.933.766.623.800;3.519.510.469.865.370
10066;Ferreteria;Mañana;4.390.396.547.389.390;2.157.199.996.142.330
10170;Ferreteria;Tarde;5.426.505.552.398.620;16.251.542.832.894.100
11171;Hogar;Noche;3.177.849.587.312.880;2.074.908.906.509.040
10051;Indumentaria;Mañana;6.291.797.811.759.660;2.936.858.810.509.680
11235;Ferreteria;Mañana;6.270.068.053.216.750;20.808.801.373.248.500
10811;Hogar;Tarde;3.421.020.014.805.670;2.917.446.992.014.980
11243;Hogar;Noche;40.750.987.367.408;1.248.333.579.109.160
10556;Ferreteria;Mañana;6.093.351.495.524.400;2.257.415.260.765.700
10310;Ferreteria;Mañana;50.848.302.292.085.900;31.899.467.276.442.800
10089;Indumentaria;Mañana;5.533.017.035.528.130;3.263.211.052.677.840
11011;Electronica;Mañana;26.248.972.661.904.000;22.515.535.274.571.300
10182;Indumentaria;Mañana;5.267.606.503.618.500;30.898.020.263.545.500
10215;Electronica;Noche;340.776.483.589.832;2.202.329.406.837.630
11459;Hogar;Noche;6.435.773.128.305.830;26.226.629.297.097.400
10058;Hogar;Noche;3.474.609.299.752.610;2.051.850.779.825.430
10234;Ferreteria;Noche;5.204.997.391.144.750;2.251.706.897.446.340
10640;Indumentaria;Tarde;5.085.919.766.594.040;3.410.987.819.418.880
10891;Hogar;Noche;4.629.532.973.250.550;14.694.355.144.139.800
10606;Hogar;Tarde;12.005.839.222.491.600;2.123.470.910.617.750
10739;Ferreteria;Mañana;3.547.639.620.386.370;2.888.439.436.241.700
10133;Electronica;Mañana;6.183.262.543.202.520;2.241.799.179.105.250
10473;Ferreteria;Noche;3.281.392.501.515.350;26.491.903.631.735.600
10944;Electronica;Tarde;6.685.064.925.092.690;3.075.481.159.432.660
11220;Electronica;Noche;48.994.255.956.729.400;17.725.919.174.137.100
11418;Electronica;Tarde;6.651.700.304.019.080;31.395.146.868.963.500
11234;Indumentaria;Mañana;4.731.912.644.281.160;13.467.841.384.289.300
10876;Indumentaria;Mañana;7.025.319.748.167.670;30.178.139.891.523.900
10493;Indumentaria;Tarde;5.427.726.769.179.780;2.033.149.222.147.250
11447;Ferreteria;Noche;2.862.036.788.000.760;9.280.336.330.664.490
11190;Hogar;Noche;5.295.286.961.014.360;3.119.299.920.542.560
10833;Ferreteria;Tarde;4.426.552.216.466.660;32.025.563.710.025.300
10522;Indumentaria;Noche;320.173.022.283.599;27.211.969.146.991.000
10934;Ferreteria;Mañana;6.746.053.456.401.180;25.255.732.474.161.000
10461;Electronica;Tarde;51.294.982.838.971.000;12.129.850.694.363.800
11403;Indumentaria;Tarde;37.448.466.612.582;23.006.593.296.448.300
10882;Hogar;Mañana;4.173.071.920.097.030;21.675.923.868.882.400
10241;Hogar;Noche;5.327.338.905.318.630;20.002.906.858.607.000
10738;Electronica;Mañana;49.475.661.789.017.600;24.400.352.279.924.700
10598;Ferreteria;Tarde;8.510.266.455.594.710;3.384.505.353.219.250
11453;Hogar;Mañana;5.036.757.523.006.530;28.100.094.466.179.000
10615;Hogar;Mañana;3.225.120.681.467.030;29.058.728.175.143
10006;Electronica;Tarde;5.080.447.948.281.810;3.191.623.926.832.630
11373;Indumentaria;Tarde;547.858.307.436.535;2.012.692.184.628.950
10194;Hogar;Noche;4.734.567.184.377.410;21.493.927.060.971.500
10893;Electronica;Mañana;6.577.723.387.818.480;8.976.407.834.622.690
10817;Hogar;Tarde;6.852.508.914.045.180;11.606.514.409.488.700
11024;Ferreteria;Noche;5.011.690.970.159.560;2.865.573.891.626.770
11087;Ferreteria;Tarde;6.412.483.678.950.060;26.565.392.505.847.800
10637;Hogar;Noche;56.769.004.776.550.600;31.274.398.157.780.900
10664;Electronica;Tarde;5.137.953.606.341.790;3.447.367.316.769.350
11239;Hogar;Noche;45.119.953.494.258.900;30.304.793.973.921.300
11131;Indumentaria;Mañana;5.669.633.244.433.230;2.083.596.073.623.520
10617;Ferreteria;Noche;3.206.471.440.404.830;26.691.662.030.937.800
10750;Ferreteria;Mañana;43.363.372.235.211.400;2.887.406.053.275.440
10378;Indumentaria;Tarde;19.496.926.881.779.000;3.504.778.336.344.920
11103;Electronica;Mañana;6.543.925.539.920.050;29.667.543.827.984.500
10925;Hogar;Tarde;5.601.327.328.062.290;27.712.435.609.063.800
10779;Hogar;Mañana;4.724.897.505.095.080;31.047.209.732.770.800
10648;Ferreteria;Tarde;4.081.337.287.650.450;14.133.359.326.321.800
11487;Electronica;Mañana;6.942.518.939.087.040;31.956.408.853.182.300
10165;Electronica;Mañana;4.045.360.583.407.960;1.972.298.959.152.070
10321;Electronica;Tarde;3.240.262.128.821.740;21.273.423.368.643.100
11312;Electronica;Tarde;5.903.088.080.697.190;3.043.075.096.420.950
10426;Electronica;Noche;3.656.079.775.757.010;341.768.954.168.659
10427;Ferreteria;Noche;7.917.373.054.771.870;24.720.161.999.087.000
10895;Ferreteria;Noche;3.951.955.513.840.900;38.532.817.323.019.300
10884;Ferreteria;Noche;663.038.539.866.294;3.411.127.003.259.530
11209;Electronica;Noche;4.164.974.188.674.390;22.394.193.786.103.200
10569;Hogar;Noche;351.887.998.527.852;30.933.117.971.718.100
10374;Electronica;Mañana;7.799.289.946.742.000;2.452.758.334.192.120
11344;Hogar;Mañana;4.193.067.373.102.690;28.348.613.461.280.600
11438;Ferreteria;Mañana;4.674.657.360.995.090;1.621.408.898.522.930
10080;Hogar;Mañana;4.972.560.733.772.420;1.863.187.147.827.290
10960;Electronica;Tarde;3.435.931.938.663.200;30.772.232.235.657.500
11113;Hogar;Noche;4.500.631.888.855.670;35.646.457.936.275.200
10677;Ferreteria;Tarde;5.903.822.334.407.570;27.559.089.122.196.000
10335;Ferreteria;Noche;5.427.995.906.220.970;252.944.971.661.232
10643;Electronica;Mañana;2.073.249.141.662.510;2.059.893.799.903.760
10546;Electronica;Mañana;45.214.848.873.159;2.791.400.169.778.390
11386;Electronica;Noche;486.486.685.478.344;20.400.400.356.904.900
11058;Indumentaria;Tarde;3.744.868.420.009.750;3.020.367.968.590.150
10114;Hogar;Tarde;5.394.965.750.300.560;19.068.853.786.957.900
11449;Ferreteria;Tarde;4.531.421.048.287.710;11.331.851.974.154.200
10116;Electronica;Tarde;3.967.032.170.823.090;30.317.712.690.471.100
10405;Ferreteria;Tarde;31.727.754.499.655.200;31.372.604.060.232.000
10485;Indumentaria;Mañana;467.530.407.351.167;1.922.345.605.603.490
10330;Electronica;Mañana;5.171.038.953.285.910;4.191.465.371.784.070
10492;Electronica;Mañana;3.644.781.181.075.440;3.765.359.174.497.190
10016;Ferreteria;Mañana;5.724.176.154.086;15.255.136.227.605.400
10775;Electronica;Mañana;622.985.786.781.786;2.360.482.945.324.160
11057;Hogar;Noche;644.996.107.008.863;2.249.827.359.986.090
10291;Hogar;Mañana;17.544.133.021.362.700;23.751.681.866.454.500
10111;Hogar;Noche;60.263.113.749.101.200;26.507.741.832.530.200
10670;Electronica;Tarde;29.892.244.592.909.400;10.120.521.105.387.100
10472;Hogar;Tarde;6.201.720.780.126.470;3.001.466.925.622.500
10646;Electronica;Noche;2.847.507.126.930.890;2.304.444.536.060.500
10457;Ferreteria;Tarde;5.753.241.416.881.140;23.563.148.017.710.500
10340;Hogar;Noche;5.204.338.754.029.390;23.431.945.332.226.400
11186;Ferreteria;Mañana;3.229.631.507.524.530;3.353.375.064.043.460
10180;Electronica;Noche;5.034.250.315.837.260;3.325.494.386.027.860
10236;Indumentaria;Tarde;6.018.101.797.055.780;18.329.599.986.915.200
10159;Ferreteria;Noche;5.078.826.574.626.480;2.713.589.588.422.120
10031;Electronica;Tarde;4.249.913.950.369.740;3.744.800.457.471.360
10414;Hogar;Tarde;5.590.979.770.531.070;3.565.751.288.608.620
10011;Hogar;Tarde;6.049.432.099.842.910;26.349.650.088.761.600
10218;Ferreteria;Noche;50.269.332.141.368.100;27.444.914.890.009.700
10850;Hogar;Mañana;6.206.559.304.072.160;2.975.822.876.659.660
11215;Electronica;Noche;5.731.138.955.971.950;17.805.006.982.762.700
11225;Indumentaria;Tarde;7.054.256.840.918.080;16.405.556.910.188.100
10820;Hogar;Mañana;6.130.792.776.592.950;20.913.497.393.843.100
10213;Hogar;Noche;5.675.578.172.721.840;2.391.912.586.247.320
10930;Hogar;Tarde;4.880.791.813.521.870;3.221.241.005.259.810
10724;Electronica;Tarde;5.756.261.808.724.850;218.198.988.887.211
10823;Hogar;Mañana;44.328.527.889.202.300;1.710.938.588.859.950
10475;Ferreteria;Noche;29.022.229.738.748.300;3.369.885.460.572.770
11146;Hogar;Noche;3.787.953.345.544.410;36.801.290.779.253.500
11023;Indumentaria;Mañana;5.067.999.351.377.110;3.026.078.785.363.590
11066;Electronica;Tarde;325.290.079.909.882;2.521.062.267.154.110
10712;Electronica;Mañana;597.462.405.780.885;3.298.738.258.497.730
11242;Hogar;Noche;4.726.518.435.836.720;30.153.518.884.300.400
11382;Hogar;Tarde;4.231.275.363.504.850;3.076.874.237.188.870
10079;Ferreteria;Noche;3.946.530.832.335.110;3.080.159.578.138.540
10373;Ferreteria;Tarde;5.913.468.315.401.800;3.385.310.227.374.470
10703;Ferreteria;Noche;479.923.191.341.612;3.844.396.504.331.710
11132;Indumentaria;Mañana;20.656.086.287.548.500;2.225.938.342.334.750
10229;Electronica;Mañana;29.039.486.471.983.500;19.087.865.039.830.800
11270;Indumentaria;Mañana;54.589.043.067.853.700;23.794.874.237.747.800
10246;Electronica;Noche;4.198.722.782.564.070;2.136.665.131.072.320
10919;Ferreteria;Tarde;6.506.746.531.449.170;29.911.667.266.166.500
11140;Indumentaria;Tarde;5.353.618.889.303.460;26.316.862.762.465.200
11274;Hogar;Mañana;4.705.914.203.517.430;31.328.238.879.663.200
10169;Indumentaria;Mañana;4.243.126.236.844.370;2.619.177.559.461.760
10860;Ferreteria;Tarde;3.664.079.549.455.940;31.165.109.431.601.100
10292;Electronica;Tarde;507.011.806.266.266;1.333.913.856.803.590
11362;Electronica;Tarde;72.428.528.685.563.200;2.543.481.182.837.610
10561;Hogar;Tarde;46.280.304.283.317.100;15.586.371.883.740.200
11437;Electronica;Mañana;6.012.002.920.867.560;23.416.273.954.955.700
11105;Ferreteria;Tarde;58.415.518.308.185.600;8.521.560.100.733.410
11457;Ferreteria;Noche;7.434.627.379.782.670;213.939.831.266.788
10751;Electronica;Tarde;3.767.103.627.011.000;29.269.968.829.932.500
10443;Ferreteria;Tarde;3.637.065.435.145.840;24.690.289.412.957.200
11206;Electronica;Mañana;5.128.297.121.113.470;3.031.964.366.188.570
10945;Hogar;Tarde;4.967.721.275.215.890;2.933.839.015.444.590
10419;Indumentaria;Tarde;4.176.752.696.520.190;5.737.053.384.584.910
10365;Hogar;Mañana;4.045.553.317.647.100;2.773.880.943.223.680
11350;Ferreteria;Tarde;4.790.354.098.880.360;27.121.589.087.586.400
10843;Hogar;Noche;4.023.329.093.495.890;24.467.742.772.464.800
11110;Electronica;Tarde;3.905.346.255.852.870;2.027.106.610.092.230
10412;Indumentaria;Mañana;3.282.765.483.399.710;2.967.163.995.902.500
10315;Ferreteria;Mañana;43.875.525.737.414.200;25.882.072.939.911.200
10994;Ferreteria;Noche;3.911.527.846.899.140;22.309.421.051.362.700
11168;Hogar;Mañana;53.589.121.618.711.400;17.657.180.544.832.500
10642;Ferreteria;Noche;4.295.328.804.968.740;2.632.586.688.691.930
10863;Indumentaria;Tarde;2.304.891.062.359.960;18.481.683.120.236.400
10489;Electronica;Noche;43.456.844.338.625.000;4.274.674.786.409.100
10671;Indumentaria;Noche;4.751.588.733.076.830;2.015.723.677.298.170
10785;Electronica;Tarde;4.538.140.053.917.450;3.689.330.931.402.530
10448;Hogar;Noche;405.969.173.676.365;17.146.839.438.598.200
10929;Electronica;Noche;3.803.668.353.850.160;20.570.498.063.762.600
10727;Hogar;Noche;5.633.782.439.639.900;336.546.092.083.221
10068;Ferreteria;Noche;4.444.835.541.456.820;2.515.323.932.046.280
11126;Ferreteria;Noche;5.784.088.835.245.550;2.021.791.733.778.850
10879;Electronica;Noche;7.033.190.869.964.850;19.318.504.404.466.300
10055;Ferreteria;Tarde;428.290.402.307.142;45.268.129.322.772.200
10796;Electronica;Tarde;3.809.390.076.541.130;2.316.274.185.017.250
10772;Electronica;Tarde;5.279.797.278.018.400;18.977.957.207.001.700
10327;Hogar;Mañana;6.961.569.944.593.430;3.786.644.377.644.300
10047;Hogar;Noche;4.778.651.238.130.150;15.141.430.823.700.400
10935;Electronica;Tarde;3.743.171.344.373.670;3.533.866.571.334.530
11069;Electronica;Tarde;7.658.515.599.510.940;2.490.923.848.179.770
10157;Indumentaria;Noche;6.843.689.260.293.170;230.866.689.594.477
10382;Ferreteria;Noche;351.654.543.052.972;2.454.327.643.349.220
10356;Indumentaria;Tarde;21.586.636.458.689.000;23.711.507.975.889.500
11319;Hogar;Tarde;4.016.152.823.847.030;224.616.914.746.894
10570;Indumentaria;Mañana;3.146.870.601.222.380;28.448.967.712.779.200
10460;Indumentaria;Tarde;5.531.794.990.780.520;3.758.448.292.851.330
11246;Indumentaria;Tarde;2.320.806.156.167.480;1.854.046.219.940.600
10024;Ferreteria;Tarde;6.017.854.967.740.110;1.878.087.939.312.870
10037;Electronica;Noche;1.257.231.807.371.050;26.719.521.359.511.400
11295;Indumentaria;Mañana;5.297.985.911.417.700;14.779.713.422.936.300
10926;Electronica;Noche;35.750.924.189.317.500;3.551.321.449.078.220
10396;Ferreteria;Noche;7.082.776.744.416.490;1.858.238.172.611.030
10848;Hogar;Noche;5.343.474.930.934.880;29.411.156.396.731.100
10497;Ferreteria;Tarde;3.528.467.961.474.850;18.870.460.229.892.400
10713;Ferreteria;Noche;4.036.918.270.082.230;22.526.769.509.147.800
10890;Hogar;Tarde;38.548.511.943.570.800;226.500.953.075.354
11198;Hogar;Tarde;5.031.926.352.026.910;2.433.465.031.358.370
10225;Indumentaria;Tarde;44.929.508.933.397.400;2.680.983.056.467.260
